sequence_id	protein_id	start	end	strand	average_p	max_p
BA000007.3	BA000007.3_2548	2595315	2595719	-	0.13956536987433832	0.13956536987433832
BA000007.3	BA000007.3_2549	2596018	2596221	+	0.13940655960949644	0.13940655960949644
BA000007.3	BA000007.3_2550	2596243	2596593	+	0.13923939287861897	0.13923939287861897
BA000007.3	BA000007.3_2551	2596604	2596882	+	0.13906210279311898	0.13906210279311898
BA000007.3	BA000007.3_2552	2596894	2597136	+	0.1388728161051604	0.1388728161051604
BA000007.3	BA000007.3_2553	2597133	2597246	+	0.13522139496404767	0.13522139496404767
BA000007.3	BA000007.3_2554	2597339	2597755	+	0.13203867589993754	0.13203867589993754
BA000007.3	BA000007.3_2555	2597779	2597982	+	0.1292914239354219	0.1292914239354219
BA000007.3	BA000007.3_2556	2597979	2598245	+	0.12695095138078155	0.12695095138078155
BA000007.3	BA000007.3_2557	2598242	2598541	+	0.12487629945859009	0.12487629945859009
BA000007.3	BA000007.3_2558	2598864	2599094	+	0.12316866796716966	0.12316866796716966
BA000007.3	BA000007.3_2559	2599167	2599532	+	0.12228016840183692	0.12228016840183692
BA000007.3	BA000007.3_2560	2599539	2602361	+	0.12318890789297593	0.12318890789297593
BA000007.3	BA000007.3_2561	2602438	2603397	+	0.12443090900408493	0.12443090900408493
BA000007.3	BA000007.3_2562	2603402	2603716	+	0.12601914111073145	0.12601914111073145
BA000007.3	BA000007.3_2563	2603736	2604425	-	0.1279701890440363	0.1279701890440363
BA000007.3	BA000007.3_2564	2604425	2604751	-	0.13120835699560907	0.13120835699560907
BA000007.3	BA000007.3_2565	2604922	2605338	+	0.13491512337680509	0.13491512337680509
BA000007.3	BA000007.3_2566	2605382	2605954	-	0.13545825403645181	0.13545825403645181
BA000007.3	BA000007.3_2567	2606111	2606599	-	0.13595001826532324	0.13595001826532324
BA000007.3	BA000007.3_2568	2606612	2607313	-	0.13639570793263672	0.13639570793263672
BA000007.3	BA000007.3_2569	2607325	2609415	-	0.13680010487176186	0.13680010487176186
BA000007.3	BA000007.3_2570	2609566	2609931	-	0.13716753629102918	0.13716753629102918
BA000007.3	BA000007.3_2571	2609986	2610498	-	0.13750192442266265	0.13750192442266265
BA000007.3	BA000007.3_2572	2610498	2611682	-	0.0001920563524854894	0.0001920563524854894
BA000007.3	BA000007.3_2573	2611840	2612163	+	0.013955317824967423	0.013955317824967423
BA000007.3	BA000007.3_2574	2612114	2613145	-	0.00988477650741034	0.00988477650741034
BA000007.3	BA000007.3_2575	2614026	2614277	+	0.01353980399293214	0.01353980399293214
BA000007.3	BA000007.3_2576	2614677	2615225	-	0.002960982049173866	0.002960982049173866
BA000007.3	BA000007.3_2577	2615282	2617114	-	0.00017367567448223269	0.00017367567448223269
BA000007.3	BA000007.3_2578	2617111	2617767	-	0.09861567220100104	0.09861567220100104
BA000007.3	BA000007.3_2579	2618226	2618450	+	0.09183231856881749	0.09183231856881749
BA000007.3	BA000007.3_2580	2618518	2619240	-	0.12584849677233384	0.12584849677233384
BA000007.3	BA000007.3_2581	2619470	2620222	-	0.04698262840132769	0.04698262840132769
BA000007.3	BA000007.3_2582	2620219	2620887	-	0.024745760780294508	0.024745760780294508
BA000007.3	BA000007.3_2583	2620902	2621381	-	0.01868215843045474	0.01868215843045474
BA000007.3	BA000007.3_2584	2621387	2621887	-	0.014929842874078178	0.014929842874078178
BA000007.3	BA000007.3_2585	2621992	2622849	-	0.006066345577709876	0.006066345577709876
BA000007.3	BA000007.3_2586	2622880	2623431	-	0.002360064984571933	0.002360064984571933
BA000007.3	BA000007.3_2587	2623477	2624196	-	0.0068041183703832575	0.0068041183703832575
BA000007.3	BA000007.3_2588	2624516	2626273	-	0.00004114920856033559	0.00004114920856033559
BA000007.3	BA000007.3_2589	2626539	2627936	+	0.0000686686248945181	0.0000686686248945181
BA000007.3	BA000007.3_2590	2627961	2628371	+	0.00014817062099989987	0.00014817062099989987
BA000007.3	BA000007.3_2591	2628371	2628736	+	0.01278302195281311	0.01278302195281311
BA000007.3	BA000007.3_2592	2628814	2630301	+	0.00857608245557263	0.00857608245557263
BA000007.3	BA000007.3_2593	2630335	2630748	-	0.011331583613942877	0.011331583613942877
BA000007.3	BA000007.3_2594	2630935	2632140	+	0.008671851625503792	0.008671851625503792
BA000007.3	BA000007.3_2595	2632137	2632370	+	0.00007239701855300907	0.00007239701855300907
BA000007.3	BA000007.3_2596	2632479	2633147	+	0.009947550729595684	0.009947550729595684
BA000007.3	BA000007.3_2597	2633258	2633737	+	0.005409338052010525	0.005409338052010525
BA000007.3	BA000007.3_2598	2633875	2635014	-	0.01022509016518063	0.01022509016518063
BA000007.3	BA000007.3_2599	2635833	2636972	-	0.012655100527297574	0.012655100527297574
BA000007.3	BA000007.3_2600	2637321	2637635	-	0.002103157086864044	0.002103157086864044
BA000007.3	BA000007.3_2601	2637850	2639508	+	0.0004372294302777693	0.0004372294302777693
BA000007.3	BA000007.3_2602	2639501	2640496	+	0.00012591385189781852	0.00012591385189781852
BA000007.3	BA000007.3_2603	2640489	2641175	+	0.0008421358512822427	0.0008421358512822427
BA000007.3	BA000007.3_2604	2641237	2642610	+	0.00040300520653808314	0.00040300520653808314
BA000007.3	BA000007.3_2605	2642629	2643072	+	0.0001736672067409934	0.0001736672067409934
BA000007.3	BA000007.3_2606	2643069	2644196	+	0.000020187582042968325	0.000020187582042968325
BA000007.3	BA000007.3_2607	2644301	2644765	+	0.00005867679535485127	0.00005867679535485127
BA000007.3	BA000007.3_2608	2644770	2645774	+	0.00014122880826186596	0.00014122880826186596
BA000007.3	BA000007.3_2609	2645771	2646184	+	0.00015473335898976874	0.00015473335898976874
BA000007.3	BA000007.3_2610	2646187	2646552	+	0.0007254152732356577	0.0007254152732356577
BA000007.3	BA000007.3_2611	2646552	2647289	+	0.00005125843000668327	0.00005125843000668327
BA000007.3	BA000007.3_2612	2647299	2647568	+	0.0007730953109232903	0.0007730953109232903
BA000007.3	BA000007.3_2613	2647576	2648361	+	0.002570055633454417	0.002570055633454417
BA000007.3	BA000007.3_2614	2648651	2649274	+	0.036278067577198446	0.036278067577198446
BA000007.3	BA000007.3_2615	2649318	2649506	-	0.024513199438993803	0.024513199438993803
BA000007.3	BA000007.3_2616	2649669	2649896	+	0.02007224116226507	0.02007224116226507
BA000007.3	BA000007.3_2617	2650194	2651009	+	0.00805643052068285	0.00805643052068285
BA000007.3	BA000007.3_2618	2651006	2652700	-	0.002140296198604759	0.002140296198604759
BA000007.3	BA000007.3_2619	2652871	2653053	-	0.013881342606889734	0.013881342606889734
BA000007.3	BA000007.3_2620	2653132	2654049	-	0.010899422119957453	0.010899422119957453
BA000007.3	BA000007.3_2621	2654222	2655142	+	0.008065564066540068	0.008065564066540068
BA000007.3	BA000007.3_2622	2655131	2655601	-	0.012337569743698389	0.012337569743698389
BA000007.3	BA000007.3_2623	2655582	2657000	-	0.00003145613642686794	0.00003145613642686794
BA000007.3	BA000007.3_2624	2657067	2657762	-	0.010936004560943523	0.010936004560943523
BA000007.3	BA000007.3_2625	2658733	2659377	+	0.018995359501233725	0.018995359501233725
BA000007.3	BA000007.3_2626	2659344	2659919	+	0.015506506420538992	0.015506506420538992
BA000007.3	BA000007.3_2627	2660511	2661362	+	0.014167828625793376	0.014167828625793376
BA000007.3	BA000007.3_2628	2661470	2662828	-	0.00810741333047447	0.00810741333047447
BA000007.3	BA000007.3_2629	2662828	2663610	-	0.02174376937959586	0.02174376937959586
BA000007.3	BA000007.3_2630	2663632	2664045	+	0.02084714244941032	0.02084714244941032
BA000007.3	BA000007.3_2631	2664153	2665157	+	0.017568448037653697	0.017568448037653697
BA000007.3	BA000007.3_2632	2665158	2665793	+	0.020590855135299218	0.020590855135299218
BA000007.3	BA000007.3_2633	2666029	2666700	+	0.02356937452836005	0.02356937452836005
BA000007.3	BA000007.3_2634	2667043	2667573	+	0.006059407894895321	0.006059407894895321
BA000007.3	BA000007.3_2635	2668284	2668502	+	0.03496884128800998	0.03496884128800998
BA000007.3	BA000007.3_2636	2668710	2669363	+	0.03328751121957131	0.03328751121957131
BA000007.3	BA000007.3_2637	2669688	2670701	+	0.03141889371397209	0.03141889371397209
BA000007.3	BA000007.3_2638	2670827	2671096	-	0.02934133647797226	0.02934133647797226
BA000007.3	BA000007.3_2639	2671098	2672411	-	0.031142928707451202	0.031142928707451202
BA000007.3	BA000007.3_2640	2672476	2673075	-	0.29249989593760656	0.29249989593760656
BA000007.3	BA000007.3_2641	2673143	2675494	-	0.43087115934483383	0.43087115934483383
BA000007.3	BA000007.3_2642	2675446	2676621	-	0.30288191811895493	0.30288191811895493
BA000007.3	BA000007.3_2643	2676862	2677440	-	0.28637484811993935	0.28637484811993935
BA000007.3	BA000007.3_2644	2677437	2678180	-	0.00044000768356107603	0.00044000768356107603
BA000007.3	BA000007.3_2645	2678191	2678889	-	0.023680497811185985	0.023680497811185985
BA000007.3	BA000007.3_2646	2678889	2679218	-	0.020728799503914715	0.020728799503914715
BA000007.3	BA000007.3_2647	2679215	2679889	-	0.01743990894070126	0.01743990894070126
BA000007.3	BA000007.3_2648	2679931	2681793	-	0.017673577963338315	0.017673577963338315
BA000007.3	BA000007.3_2649	2681774	2682187	-	0.020955526810648842	0.020955526810648842
BA000007.3	BA000007.3_2650	2682214	2682645	-	0.023898574046249402	0.023898574046249402
BA000007.3	BA000007.3_2651	2682659	2683288	-	7.585714644487931e-6	7.585714644487931e-6
BA000007.3	BA000007.3_2652	2683381	2683647	-	0.009743788539610481	0.009743788539610481
BA000007.3	BA000007.3_2653	2683705	2684052	-	0.009706500736799193	0.009706500736799193
BA000007.3	BA000007.3_2654	2684089	2685594	-	0.00008233246270927832	0.00008233246270927832
BA000007.3	BA000007.3_2655	2685584	2687176	-	0.03645307235217568	0.03645307235217568
BA000007.3	BA000007.3_2656	2687173	2687379	-	0.03493649792103088	0.03493649792103088
BA000007.3	BA000007.3_2657	2687363	2689291	-	0.03325155414748434	0.03325155414748434
BA000007.3	BA000007.3_2658	2689263	2689772	-	0.03137890672827224	0.03137890672827224
BA000007.3	BA000007.3_2659	2690473	2690787	-	0.029296852048139928	0.029296852048139928
BA000007.3	BA000007.3_2660	2691252	2691719	-	0.026980992228457235	0.026980992228457235
BA000007.3	BA000007.3_2661	2691727	2691858	-	0.02640319210500602	0.02640319210500602
BA000007.3	BA000007.3_2662	2691871	2692053	-	0.028788910307089233	0.028788910307089233
BA000007.3	BA000007.3_2663	2692209	2692742	-	0.03093349745623315	0.03093349745623315
BA000007.3	BA000007.3_2664	2692793	2693137	-	0.03286224367339646	0.03286224367339646
BA000007.3	BA000007.3_2665	2693142	2693348	-	0.034597415132898934	0.034597415132898934
BA000007.3	BA000007.3_2666	2693668	2693994	+	0.03615905343639646	0.03615905343639646
BA000007.3	BA000007.3_2667	2693994	2694881	+	0.010481056870030685	0.010481056870030685
BA000007.3	BA000007.3_2668	2694963	2696813	-	0.000052295919766140705	0.000052295919766140705
BA000007.3	BA000007.3_2669	2697127	2697294	-	0.005166785492051807	0.005166785492051807
BA000007.3	BA000007.3_2670	2697291	2697719	-	0.000058326304071237614	0.000058326304071237614
BA000007.3	BA000007.3_2671	2698353	2699042	-	0.04001796204942667	0.04001796204942667
BA000007.3	BA000007.3_2672	2699039	2699398	-	0.03888613251798696	0.03888613251798696
BA000007.3	BA000007.3_2673	2699411	2700460	-	0.037548646579799214	0.037548646579799214
BA000007.3	BA000007.3_2674	2700908	2701120	-	0.03615316473726532	0.03615316473726532
BA000007.3	BA000007.3_2675	2701307	2701411	-	0.034603142309248346	0.034603142309248346
BA000007.3	BA000007.3_2676	2701521	2702084	-	0.032880921353602044	0.032880921353602044
BA000007.3	BA000007.3_2677	2702211	2702522	-	0.030966700463850062	0.030966700463850062
BA000007.3	BA000007.3_2678	2702519	2702671	-	0.028838245410323593	0.028838245410323593
BA000007.3	BA000007.3_2679	2702704	2703060	-	0.03092742258473468	0.03092742258473468
BA000007.3	BA000007.3_2680	2703057	2703281	-	0.03285671822313329	0.03285671822313329
BA000007.3	BA000007.3_2681	2703303	2704001	-	0.034592451377000365	0.034592451377000365
BA000007.3	BA000007.3_2682	2704036	2704458	-	0.036154593642473434	0.036154593642473434
BA000007.3	BA000007.3_2683	2704490	2705527	-	0.03756095300017095	0.03756095300017095
BA000007.3	BA000007.3_2684	2705596	2706021	-	0.038827427238888476	0.038827427238888476
BA000007.3	BA000007.3_2685	2706018	2706245	-	0.03996822425447446	0.03996822425447446
BA000007.3	BA000007.3_2686	2706343	2706987	+	0.0007105852722045058	0.0007105852722045058
BA000007.3	BA000007.3_2687	2707262	2707414	+	0.014102843953856792	0.014102843953856792
BA000007.3	BA000007.3_2688	2707895	2708083	+	0.010272210740364756	0.010272210740364756
BA000007.3	BA000007.3_2689	2708080	2708268	+	0.014314449744007264	0.014314449744007264
BA000007.3	BA000007.3_2690	2708364	2710835	+	0.000773885642805816	0.000773885642805816
BA000007.3	BA000007.3_2691	2710894	2711097	+	0.007049268526643802	0.007049268526643802
BA000007.3	BA000007.3_2692	2711097	2712119	+	0.0019623330927925255	0.0019623330927925255
BA000007.3	BA000007.3_2693	2712355	2713152	+	0.05310251834377396	0.05310251834377396
BA000007.3	BA000007.3_2694	2713452	2713601	+	0.05139210566757835	0.05139210566757835
BA000007.3	BA000007.3_2695	2713615	2717622	+	0.04678804888223618	0.04678804888223618
BA000007.3	BA000007.3_2696	2717588	2721625	+	0.042632398761778205	0.042632398761778205
BA000007.3	BA000007.3_2697	2721887	2722939	-	0.038881760669390114	0.038881760669390114
BA000007.3	BA000007.3_2698	2723253	2724569	+	0.03549696923428194	0.03549696923428194
BA000007.3	BA000007.3_2699	2724671	2726125	+	0.03098832771611692	0.03098832771611692
BA000007.3	BA000007.3_2700	2726468	2727184	+	0.046606146192438094	0.046606146192438094
BA000007.3	BA000007.3_2701	2728158	2729264	-	0.39153054900373524	0.39153054900373524
BA000007.3	BA000007.3_2702	2729571	2730521	-	0.4039798226928382	0.4039798226928382
BA000007.3	BA000007.3_2703	2730623	2731540	-	0.4212143932120706	0.4212143932120706
BA000007.3	BA000007.3_2704	2731997	2732932	-	0.5877877001058593	0.5877877001058593
BA000007.3	BA000007.3_2705	2732994	2734073	-	0.362997799845016	0.362997799845016
BA000007.3	BA000007.3_2706	2734085	2734828	-	0.2955275764596473	0.2955275764596473
BA000007.3	BA000007.3_2707	2734825	2735367	-	0.2723129627736078	0.2723129627736078
BA000007.3	BA000007.3_2708	2735732	2736112	+	0.25524073788814394	0.25524073788814394
BA000007.3	BA000007.3_2709	2736109	2736456	+	0.24052399279969847	0.24052399279969847
BA000007.3	BA000007.3_2710	2736506	2738044	+	0.22774226271084777	0.22774226271084777
BA000007.3	BA000007.3_2711	2739492	2741639	+	0.21691578688789726	0.21691578688789726
BA000007.3	BA000007.3_2712	2741627	2741755	+	0.21402350177084978	0.21402350177084978
BA000007.3	BA000007.3_2713	2742011	2742337	+	0.21162249306788947	0.21162249306788947
BA000007.3	BA000007.3_2714	2742337	2743224	+	0.2096876886729357	0.2096876886729357
BA000007.3	BA000007.3_2715	2743208	2744089	+	0.21022600493602456	0.21022600493602456
BA000007.3	BA000007.3_2716	2744086	2744991	+	0.2111846617674234	0.2111846617674234
BA000007.3	BA000007.3_2717	2744988	2746058	+	0.21257366977048497	0.21257366977048497
BA000007.3	BA000007.3_2718	2746194	2746877	+	0.21440753341408353	0.21440753341408353
BA000007.3	BA000007.3_2719	2746893	2747303	+	0.21670540249295026	0.21670540249295026
BA000007.3	BA000007.3_2720	2747524	2748345	+	0.21949127209599634	0.21949127209599634
BA000007.3	BA000007.3_2721	2748427	2748906	+	0.21601819535161992	0.21601819535161992
BA000007.3	BA000007.3_2722	2748921	2749397	+	0.0006896176294998415	0.0006896176294998415
BA000007.3	BA000007.3_2723	2749460	2749681	+	0.025729732746409238	0.025729732746409238
BA000007.3	BA000007.3_2724	2749755	2750123	+	0.023010916148172307	0.023010916148172307
BA000007.3	BA000007.3_2725	2750212	2750475	+	0.019982917711786806	0.019982917711786806
BA000007.3	BA000007.3_2726	2750582	2750776	+	0.01755345663790434	0.01755345663790434
BA000007.3	BA000007.3_2727	2751674	2752003	-	0.020854923215693412	0.020854923215693412
BA000007.3	BA000007.3_2728	2752175	2753233	-	0.023809952943323432	0.023809952943323432
BA000007.3	BA000007.3_2729	2753432	2753905	-	0.015062941533877239	0.015062941533877239
BA000007.3	BA000007.3_2730	2754024	2755190	-	0.007800821415465931	0.007800821415465931
BA000007.3	BA000007.3_2731	2755399	2756826	+	2.2541663127479616e-6	2.2541663127479616e-6
BA000007.3	BA000007.3_2732	2756869	2757096	-	0.00005505458187457003	0.00005505458187457003
BA000007.3	BA000007.3_2733	2757110	2758114	-	0.006239654322745911	0.006239654322745911
BA000007.3	BA000007.3_2734	2758347	2759705	-	0.0065882967991199365	0.0065882967991199365
BA000007.3	BA000007.3_2735	2759972	2760922	-	0.005631725288243135	0.005631725288243135
BA000007.3	BA000007.3_2736	2760947	2761771	-	0.007872092748098233	0.007872092748098233
BA000007.3	BA000007.3_2737	2762393	2763292	+	0.00013292019571337367	0.00013292019571337367
BA000007.3	BA000007.3_2738	2763298	2764602	+	0.0009370264920005222	0.0009370264920005222
BA000007.3	BA000007.3_2739	2764599	2765669	+	0.004750345285541884	0.004750345285541884
BA000007.3	BA000007.3_2740	2765669	2766736	+	0.0000297168380442133	0.0000297168380442133
BA000007.3	BA000007.3_2741	2766736	2767326	+	0.019929158090210182	0.019929158090210182
BA000007.3	BA000007.3_2742	2767326	2768063	+	0.017285686135802936	0.017285686135802936
BA000007.3	BA000007.3_2743	2768045	2768821	+	0.018244407664728138	0.018244407664728138
BA000007.3	BA000007.3_2744	2768815	2769426	+	0.004923831480307583	0.004923831480307583
BA000007.3	BA000007.3_2745	2769523	2770500	-	0.47115309308278186	0.47115309308278186
BA000007.3	BA000007.3_2746	2770646	2771812	-	0.4702140228470875	0.4702140228470875
BA000007.3	BA000007.3_2747	2772061	2773467	-	0.4698960779404858	0.4698960779404858
BA000007.3	BA000007.3_2748	2773668	2774333	-	0.4515568130252672	0.4515568130252672
BA000007.3	BA000007.3_2749	2775596	2776966	-	0.4334659995610217	0.4334659995610217
BA000007.3	BA000007.3_2750	2776970	2778418	-	0.4175116791428341	0.4175116791428341
BA000007.3	BA000007.3_2751	2778400	2778909	-	0.4007670147067177	0.4007670147067177
BA000007.3	BA000007.3_2752	2778912	2779877	-	0.391037930354067	0.391037930354067
BA000007.3	BA000007.3_2753	2779880	2780998	-	0.3806019194632474	0.3806019194632474
BA000007.3	BA000007.3_2754	2781018	2782232	-	0.3694189034784684	0.3694189034784684
BA000007.3	BA000007.3_2755	2782257	2783351	-	0.35941921340085986	0.35941921340085986
BA000007.3	BA000007.3_2756	2783354	2784745	-	0.3546893514844203	0.3546893514844203
BA000007.3	BA000007.3_2757	2784732	2785478	-	0.35063190739247535	0.35063190739247535
BA000007.3	BA000007.3_2758	2785447	2786631	-	0.3486486745176682	0.3486486745176682
BA000007.3	BA000007.3_2759	2786628	2787410	-	0.3471996935983452	0.3471996935983452
BA000007.3	BA000007.3_2760	2787729	2788622	-	0.3472365737206842	0.3472365737206842
BA000007.3	BA000007.3_2761	2788865	2789860	-	0.3449951954104189	0.3449951954104189
BA000007.3	BA000007.3_2762	2790018	2791412	-	0.3414682299410738	0.3414682299410738
BA000007.3	BA000007.3_2763	2791423	2792643	-	0.33853833084441354	0.33853833084441354
BA000007.3	BA000007.3_2764	2792640	2793920	-	0.3361749031705464	0.3361749031705464
BA000007.3	BA000007.3_2765	2794100	2795578	-	0.2181134731215104	0.2181134731215104
BA000007.3	BA000007.3_2766	2795580	2796974	-	0.201597698609825	0.201597698609825
BA000007.3	BA000007.3_2767	2797029	2798399	-	0.08586060861050876	0.08586060861050876
BA000007.3	BA000007.3_2768	2798592	2800028	-	0.08785110833899216	0.08785110833899216
BA000007.3	BA000007.3_2769	2800031	2801254	-	0.08963014242747298	0.08963014242747298
BA000007.3	BA000007.3_2770	2801251	2801733	-	0.09173176170051123	0.09173176170051123
BA000007.3	BA000007.3_2771	2801733	2802698	-	0.09600975249555771	0.09600975249555771
BA000007.3	BA000007.3_2772	2802701	2803822	-	0.09992390469658777	0.09992390469658777
BA000007.3	BA000007.3_2773	2803851	2804399	-	0.10348925025105739	0.10348925025105739
BA000007.3	BA000007.3_2774	2804415	2805161	-	0.11302192783827728	0.11302192783827728
BA000007.3	BA000007.3_2775	2805172	2806389	-	0.12669886248210258	0.12669886248210258
BA000007.3	BA000007.3_2776	2806364	2807581	-	0.1418393491256273	0.1418393491256273
BA000007.3	BA000007.3_2777	2807578	2808066	-	0.1586014896061195	0.1586014896061195
BA000007.3	BA000007.3_2778	2808069	2808908	-	0.19831033084669616	0.19831033084669616
BA000007.3	BA000007.3_2779	2809001	2811163	-	0.2580845343489501	0.2580845343489501
BA000007.3	BA000007.3_2780	2811166	2811609	-	0.32912195614312995	0.32912195614312995
BA000007.3	BA000007.3_2781	2811615	2812754	-	0.40775110186752206	0.40775110186752206
BA000007.3	BA000007.3_2782	2813413	2814996	+	0.26913793726811563	0.26913793726811563
BA000007.3	BA000007.3_2783	2815071	2815409	+	0.00636096380787333	0.00636096380787333
BA000007.3	BA000007.3_2784	2815399	2815689	+	0.002616085958034298	0.002616085958034298
BA000007.3	BA000007.3_2785	2815742	2817595	-	0.005830884125575042	0.005830884125575042
BA000007.3	BA000007.3_2786	2817617	2818198	-	0.0009399482169597687	0.0009399482169597687
BA000007.3	BA000007.3_2787	2818290	2818931	-	0.00003481537442179262	0.00003481537442179262
BA000007.3	BA000007.3_2788	2819249	2819782	+	0.005139102541542314	0.005139102541542314
BA000007.3	BA000007.3_2789	2819760	2822567	+	0.000035871158026121224	0.000035871158026121224
BA000007.3	BA000007.3_2790	2822668	2823516	-	0.001521453442766833	0.001521453442766833
BA000007.3	BA000007.3_2791	2823698	2825002	+	0.005082640654428455	0.005082640654428455
BA000007.3	BA000007.3_2792	2825015	2826955	-	0.007384388819613208	0.007384388819613208
BA000007.3	BA000007.3_2793	2826952	2827632	-	0.005050662375034669	0.005050662375034669
BA000007.3	BA000007.3_2794	2827710	2828369	-	0.0008397299861602173	0.0008397299861602173
BA000007.3	BA000007.3_2795	2829585	2830832	+	0.008125803993812176	0.008125803993812176
BA000007.3	BA000007.3_2796	2830832	2833954	+	0.003906623882019393	0.003906623882019393
BA000007.3	BA000007.3_2797	2833955	2837032	+	0.0041669687091493825	0.0041669687091493825
BA000007.3	BA000007.3_2798	2837033	2838448	+	0.011441756330338029	0.011441756330338029
BA000007.3	BA000007.3_2799	2838445	2839848	+	0.006621276379822549	0.006621276379822549
BA000007.3	BA000007.3_2800	2839845	2840567	+	0.010592717986710236	0.010592717986710236
BA000007.3	BA000007.3_2801	2840758	2841090	+	0.013212215765291777	0.013212215765291777
BA000007.3	BA000007.3_2802	2841238	2842599	+	0.003436969106976476	0.003436969106976476
BA000007.3	BA000007.3_2803	2842929	2843246	-	0.008194259616129192	0.008194259616129192
BA000007.3	BA000007.3_2804	2843652	2844551	+	0.003458382644674689	0.003458382644674689
BA000007.3	BA000007.3_2805	2844633	2845412	-	0.011047467166814519	0.011047467166814519
BA000007.3	BA000007.3_2806	2845512	2846552	-	0.0019357159569995507	0.0019357159569995507
BA000007.3	BA000007.3_2807	2846600	2847955	-	0.006851197390574145	0.006851197390574145
BA000007.3	BA000007.3_2808	2847959	2848243	-	0.000019974455233617725	0.000019974455233617725
BA000007.3	BA000007.3_2809	2848274	2848726	-	0.00005529593405769466	0.00005529593405769466
BA000007.3	BA000007.3_2810	2848736	2849998	-	0.009911078057099988	0.009911078057099988
BA000007.3	BA000007.3_2811	2850027	2850881	-	0.005368917247555225	0.005368917247555225
BA000007.3	BA000007.3_2812	2851180	2852232	-	0.00992320434909333	0.00992320434909333
BA000007.3	BA000007.3_2813	2852489	2853766	+	0.00006450245821070678	0.00006450245821070678
BA000007.3	BA000007.3_2814	2853763	2854767	+	0.005873700995234343	0.005873700995234343
BA000007.3	BA000007.3_2815	2854764	2855729	+	0.008488398181931107	0.008488398181931107
BA000007.3	BA000007.3_2816	2855703	2856449	-	0.005750798666860193	0.005750798666860193
BA000007.3	BA000007.3_2817	2856501	2857319	-	0.00002568858370583478	0.00002568858370583478
BA000007.3	BA000007.3_2818	2857384	2858184	-	0.00029968863252305525	0.00029968863252305525
BA000007.3	BA000007.3_2819	2858181	2858969	-	9.026670298817941e-7	9.026670298817941e-7
BA000007.3	BA000007.3_2820	2859303	2859542	+	0.01709611556096157	0.01709611556096157
BA000007.3	BA000007.3_2821	2860593	2860940	+	0.013389387466334744	0.013389387466334744
BA000007.3	BA000007.3_2822	2860950	2861264	+	0.013802076350613052	0.013802076350613052
BA000007.3	BA000007.3_2823	2861374	2861646	-	0.015769165873100705	0.015769165873100705
BA000007.3	BA000007.3_2824	2861767	2862606	+	0.000037633073933551254	0.000037633073933551254
BA000007.3	BA000007.3_2825	2862824	2863162	+	0.02434035938432958	0.02434035938432958
BA000007.3	BA000007.3_2826	2863244	2864278	-	0.02146376480259614	0.02146376480259614
BA000007.3	BA000007.3_2827	2864289	2866769	-	0.01825903701256927	0.01825903701256927
BA000007.3	BA000007.3_2828	2866785	2867459	-	0.017494761144465628	0.017494761144465628
BA000007.3	BA000007.3_2829	2867547	2868089	-	0.020789584915647363	0.020789584915647363
BA000007.3	BA000007.3_2830	2868381	2868662	-	0.023746572621909646	0.023746572621909646
BA000007.3	BA000007.3_2831	2868924	2870033	-	0.006711900793678795	0.006711900793678795
BA000007.3	BA000007.3_2832	2870165	2872198	+	6.663262232528762e-9	6.663262232528762e-9
BA000007.3	BA000007.3_2833	2872339	2873067	+	0.030887006134263543	0.030887006134263543
BA000007.3	BA000007.3_2834	2873257	2876148	+	0.028748991886813784	0.028748991886813784
BA000007.3	BA000007.3_2835	2876161	2877441	+	0.026407766933475033	0.026407766933475033
BA000007.3	BA000007.3_2836	2877407	2879146	+	0.023762950101664737	0.023762950101664737
BA000007.3	BA000007.3_2837	2879156	2882785	+	0.020817657108301024	0.020817657108301024
BA000007.3	BA000007.3_2838	2882847	2883164	+	0.023732758372491006	0.023732758372491006
BA000007.3	BA000007.3_2839	2884405	2885493	+	0.02333474619619014	0.02333474619619014
BA000007.3	BA000007.3_2840	2885504	2887033	+	0.026032049576797493	0.026032049576797493
BA000007.3	BA000007.3_2841	2887052	2887783	+	0.02845536877296882	0.02845536877296882
BA000007.3	BA000007.3_2842	2887776	2888912	+	0.005845918303635359	0.005845918303635359
BA000007.3	BA000007.3_2843	2888909	2891146	+	0.010350182418281438	0.010350182418281438
BA000007.3	BA000007.3_2844	2890953	2891840	-	0.005439548047294015	0.005439548047294015
BA000007.3	BA000007.3_2845	2891840	2892166	-	0.01635540006478118	0.01635540006478118
BA000007.3	BA000007.3_2846	2892350	2892811	+	0.012859801571751888	0.012859801571751888
BA000007.3	BA000007.3_2847	2892853	2893323	-	0.016633046573679346	0.016633046573679346
BA000007.3	BA000007.3_2848	2893370	2894089	-	0.013731765275830367	0.013731765275830367
BA000007.3	BA000007.3_2849	2894086	2895771	-	0.00018793595476030738	0.00018793595476030738
BA000007.3	BA000007.3_2850	2896286	2896534	+	0.03141678042561716	0.03141678042561716
BA000007.3	BA000007.3_2851	2896902	2897171	-	0.02933893456160816	0.02933893456160816
BA000007.3	BA000007.3_2852	2897173	2898486	-	0.027027808793028282	0.027027808793028282
BA000007.3	BA000007.3_2853	2898551	2899150	-	0.2924783813495828	0.2924783813495828
BA000007.3	BA000007.3_2854	2899218	2901563	-	0.4308453727224581	0.4308453727224581
BA000007.3	BA000007.3_2855	2901515	2902690	-	0.29476569688146836	0.29476569688146836
