sequence_id	protein_id	start	end	strand	domain	hmm	i_evalue	pvalue	domain_start	domain_end	cluster_probability
BA000007.3	BA000007.3_2930	2948740	2951007	-	PF00933	Pfam	4.999347720613961e-106	1.807428677011555e-109	36	342	0.008694365216160987
BA000007.3	BA000007.3_2931	2951233	2952948	+	PF01565	Pfam	1.3512401631304595e-8	4.8851777408910325e-12	47	166	0.012700551719941458
BA000007.3	BA000007.3_2932	2952986	2953918	-	PF00768	Pfam	3.932813886694085e-91	1.4218416076262056e-94	30	261	0.010186286060099057
BA000007.3	BA000007.3_2932	2952986	2953918	-	PF13354	Pfam	4.965979119711335e-11	1.7953648299751753e-14	43	183	0.010186286060099057
BA000007.3	BA000007.3_2933	2954092	2954679	-	PF04893	Pfam	1.3218574844483128e-26	4.778949690702505e-30	5	177	0.0006874684558790082
BA000007.3	BA000007.3_2934	2954849	2955427	+	PF09335	Pfam	3.8367994689369414e-17	1.3871292367812514e-20	23	143	0.009265737968763208
BA000007.3	BA000007.3_2935	2955557	2956318	-	PF00106	Pfam	2.078122003779106e-52	7.51309473528238e-56	3	194	0.007824161886273141
BA000007.3	BA000007.3_2935	2955557	2956318	-	PF08659	Pfam	1.2468527658010069e-9	4.507782956619692e-13	6	165	0.007824161886273141
BA000007.3	BA000007.3_2935	2955557	2956318	-	PF13561	Pfam	2.6714048728285408e-61	9.658007493957125e-65	12	243	0.007824161886273141
BA000007.3	BA000007.3_2936	2956371	2957807	-	PF02321	Pfam	8.235651772517225e-19	2.97745906453985e-22	69	266	0.008578819697981735
BA000007.3	BA000007.3_2936	2956371	2957807	-	PF02321	Pfam	1.5362145254152408e-13	5.553920916179468e-17	293	473	0.008578819697981735
BA000007.3	BA000007.3_2937	2958502	2959452	-	PF01207	Pfam	1.4577765879529194e-96	5.270341966568761e-100	5	307	0.003265124789396008
BA000007.3	BA000007.3_2938	2959612	2960805	-	PF01494	Pfam	1.5539384769350136e-24	5.6179988320137875e-28	5	346	0.021500480667304627
BA000007.3	BA000007.3_2938	2959612	2960805	-	PF01266	Pfam	1.171948688064938e-6	4.236980072541352e-10	7	41	0.021500480667304627
BA000007.3	BA000007.3_2938	2959612	2960805	-	PF12831	Pfam	1.7551944166292522e-8	6.345605266193971e-12	8	149	0.021500480667304627
BA000007.3	BA000007.3_2938	2959612	2960805	-	PF13450	Pfam	5.709531634896021e-7	2.0641835267158427e-10	9	40	0.021500480667304627
BA000007.3	BA000007.3_2939	2960820	2961464	-	PF02798	Pfam	7.033771094096211e-12	2.5429396580246607e-15	1	74	0.006012378444002486
BA000007.3	BA000007.3_2939	2960820	2961464	-	PF13417	Pfam	4.44110861990396e-16	1.6056068763210268e-19	3	79	0.006012378444002486
BA000007.3	BA000007.3_2939	2960820	2961464	-	PF13409	Pfam	1.2141582502413573e-11	4.389581526541422e-15	10	75	0.006012378444002486
BA000007.3	BA000007.3_2939	2960820	2961464	-	PF13410	Pfam	6.822576776741662e-7	2.4665859641148456e-10	135	193	0.006012378444002486
BA000007.3	BA000007.3_2940	2961473	2962174	-	PF01557	Pfam	5.08080110896922e-49	1.8368767566772306e-52	27	230	0.0049208035093730425
BA000007.3	BA000007.3_2941	2962189	2963217	-	PF07883	Pfam	3.2467471091980534e-25	1.1738058963116606e-28	91	159	0.006266149202345674
BA000007.3	BA000007.3_2942	2963229	2964587	-	PF07690	Pfam	2.3026098224386008e-35	8.324692055092556e-39	28	287	0.0030729375112402567
BA000007.3	BA000007.3_2942	2963229	2964587	-	PF00083	Pfam	5.966176153939488e-24	2.156968963824833e-27	32	265	0.0030729375112402567
BA000007.3	BA000007.3_2942	2963229	2964587	-	PF06779	Pfam	8.86033071045019e-12	3.2033010522234964e-15	44	213	0.0030729375112402567
BA000007.3	BA000007.3_2942	2963229	2964587	-	PF07690	Pfam	1.0171520751126721e-20	3.677339389416747e-24	259	436	0.0030729375112402567
BA000007.3	BA000007.3_2943	2964714	2965622	+	PF00126	Pfam	4.233489448970922e-18	1.5305457154630953e-21	10	68	0.004474943398056155
BA000007.3	BA000007.3_2943	2964714	2965622	+	PF03466	Pfam	1.2656874385098516e-34	4.5758764949741567e-38	95	301	0.004474943398056155
BA000007.3	BA000007.3_2944	2965753	2966151	+	PF03788	Pfam	1.9255591117459478e-29	6.961529688163224e-33	23	113	0.0007528783120289278
BA000007.3	BA000007.3_2945	2966148	2966843	+	PF04172	Pfam	8.258408404914668e-80	2.9856863358332134e-83	12	224	0.0005915467595614974
BA000007.3	BA000007.3_2946	2966973	2967857	+	PF00383	Pfam	3.297437578854388e-12	1.1921321687832206e-15	60	139	0.0076473089345831195
BA000007.3	BA000007.3_2947	2968007	2968726	+	PF02698	Pfam	4.250751493670078e-19	1.5367865125343739e-22	48	183	0.00152369007196802
BA000007.3	BA000007.3_2949	2969162	2970400	+	PF14691	Pfam	5.971719043008642e-35	2.158972900581577e-38	7	113	0.000025401818355142796
BA000007.3	BA000007.3_2949	2969162	2970400	+	PF13450	Pfam	1.0467525389877653e-9	3.7843548047280017e-13	129	166	0.000025401818355142796
BA000007.3	BA000007.3_2949	2969162	2970400	+	PF00070	Pfam	3.678646312964092e-9	1.3299516677382833e-12	256	330	0.000025401818355142796
BA000007.3	BA000007.3_2950	2970394	2971629	+	PF01180	Pfam	2.0807774867299704e-35	7.522695179790204e-39	6	304	0.001336927335634827
BA000007.3	BA000007.3_2950	2970394	2971629	+	PF01207	Pfam	3.783574684951444e-8	1.3678867263020403e-11	90	197	0.001336927335634827
BA000007.3	BA000007.3_2950	2970394	2971629	+	PF14697	Pfam	2.398066225508259e-17	8.669798356862831e-21	338	395	0.001336927335634827
BA000007.3	BA000007.3_2951	2971872	2972882	-	PF02653	Pfam	1.1858498221477136e-42	4.2872372456533394e-46	42	324	0.00405404085959683
BA000007.3	BA000007.3_2952	2972898	2974418	-	PF00005	Pfam	4.986393070705567e-30	1.8027451448682454e-33	29	178	0.009981533017795691
BA000007.3	BA000007.3_2952	2972898	2974418	-	PF00005	Pfam	3.1893555571104553e-18	1.1530569620789788e-21	280	434	0.009981533017795691
BA000007.3	BA000007.3_2953	2974479	2975477	-	PF13407	Pfam	9.469744641759196e-65	3.4236242378015893e-68	28	299	0.005699581389526946
BA000007.3	BA000007.3_2953	2974479	2975477	-	PF00532	Pfam	5.999584311237263e-10	2.1690471117994443e-13	30	254	0.005699581389526946
BA000007.3	BA000007.3_2954	2975756	2976796	-	PF00356	Pfam	3.8246373696355574e-22	1.3827322377568898e-25	3	48	0.006213665454565357
BA000007.3	BA000007.3_2954	2975756	2976796	-	PF00532	Pfam	1.4448928064120047e-21	5.223762857599439e-25	60	274	0.006213665454565357
BA000007.3	BA000007.3_2954	2975756	2976796	-	PF13407	Pfam	7.130216407104045e-20	2.5778078116789753e-23	62	304	0.006213665454565357
BA000007.3	BA000007.3_2954	2975756	2976796	-	PF13377	Pfam	4.73218455557903e-34	1.7108404033185214e-37	169	329	0.006213665454565357
BA000007.3	BA000007.3_2957	2979038	2979874	+	PF00756	Pfam	4.9989009359254525e-73	1.807267149647669e-76	21	271	0.005581196787078585
BA000007.3	BA000007.3_2957	2979038	2979874	+	PF00326	Pfam	1.6583290477240317e-7	5.995405089385509e-11	127	275	0.005581196787078585
BA000007.3	BA000007.3_2958	2979906	2981885	-	PF07715	Pfam	1.0135797711211908e-33	3.66442433521761e-37	44	152	0.004082846230134087
BA000007.3	BA000007.3_2958	2979906	2981885	-	PF00593	Pfam	1.438371911864895e-63	5.2001876784703363e-67	219	658	0.004082846230134087
BA000007.3	BA000007.3_2958	2979906	2981885	-	PF14905	Pfam	1.3824596259409035e-11	4.998046369996036e-15	392	632	0.004082846230134087
BA000007.3	BA000007.3_2959	2982177	2983646	-	PF13520	Pfam	8.482809360847725e-41	3.066814664080884e-44	21	433	0.006064131986208494
BA000007.3	BA000007.3_2959	2982177	2983646	-	PF00324	Pfam	1.119217742152317e-147	4.0463403548529175e-151	21	476	0.006064131986208494
BA000007.3	BA000007.3_2960	2983851	2984732	-	PF00126	Pfam	3.3789938216998003e-16	1.2216174337309474e-19	5	64	0.006004152033169769
BA000007.3	BA000007.3_2960	2983851	2984732	-	PF03466	Pfam	1.7931893215049173e-55	6.482969347450894e-59	86	286	0.006004152033169769
BA000007.3	BA000007.3_2961	2984831	2985880	+	PF03601	Pfam	4.510922763066626e-121	1.6308469859243044e-124	18	326	0.00006152025939470638
BA000007.3	BA000007.3_2962	2985954	2986811	+	PF01261	Pfam	5.071415105173748e-63	1.833483407510393e-66	20	277	0.009111907908680541
BA000007.3	BA000007.3_2963	2986814	2987902	+	PF13412	Pfam	2.48006812732433e-11	8.966262210138576e-15	1	48	0.010814768607448209
BA000007.3	BA000007.3_2963	2986814	2987902	+	PF00294	Pfam	1.1138172139123451e-66	4.026815668518963e-70	58	348	0.010814768607448209
BA000007.3	BA000007.3_2965	2989308	2990249	-	PF01156	Pfam	7.24876723494124e-84	2.6206678362043527e-87	6	299	0.003911961720179322
BA000007.3	BA000007.3_2966	2990379	2991077	+	PF00027	Pfam	4.9833756009369364e-14	1.8016542302736574e-17	35	118	0.020414727658474963
BA000007.3	BA000007.3_2968	2992492	2993430	-	PF04227	Pfam	2.446785866707841e-131	8.845935888314681e-135	16	306	0.049339337195657466
BA000007.3	BA000007.3_2969	2993418	2994359	-	PF00294	Pfam	6.634176133020928e-67	2.3984729331239794e-70	5	295	0.054785793824334475
BA000007.3	BA000007.3_2970	2994783	2996474	-	PF02302	Pfam	2.1889041364700663e-19	7.913608591721136e-23	108	194	3.301266442292509e-7
BA000007.3	BA000007.3_2970	2994783	2996474	-	PF02378	Pfam	6.653161876464042e-20	2.4053369040000152e-23	233	496	3.301266442292509e-7
BA000007.3	BA000007.3_2971	2996491	2997429	-	PF00294	Pfam	8.063705958034353e-70	2.915294995674025e-73	14	293	0.005998227895460055
BA000007.3	BA000007.3_2972	2997429	2998559	-	PF00359	Pfam	3.313606484247709e-30	1.1979777600317095e-33	6	139	0.00003932668390267162
BA000007.3	BA000007.3_2972	2997429	2998559	-	PF00381	Pfam	7.055084197700388e-26	2.5506450461678915e-29	287	368	0.00003932668390267162
BA000007.3	BA000007.3_2973	2998927	3000108	+	PF07690	Pfam	9.690314436840504e-38	3.5033674753580995e-41	21	356	0.003455446253125706
BA000007.3	BA000007.3_2973	2998927	3000108	+	PF12832	Pfam	6.214105104648641e-8	2.2466034362431818e-11	29	339	0.003455446253125706
BA000007.3	BA000007.3_2974	3000105	3000359	-	PF03692	Pfam	4.5798953971369536e-7	1.6557828623054784e-10	2	60	2.9928683886603713e-6
BA000007.3	BA000007.3_2975	3000514	3001086	+	PF08207	Pfam	1.0623740691031932e-17	3.840831775499614e-21	4	62	0.00003870075243758264
BA000007.3	BA000007.3_2975	3000514	3001086	+	PF01132	Pfam	4.8660245002951953e-14	1.7592279465998537e-17	72	124	0.00003870075243758264
BA000007.3	BA000007.3_2975	3000514	3001086	+	PF09285	Pfam	1.1487609275019792e-19	4.1531486894503943e-23	133	188	0.00003870075243758264
BA000007.3	BA000007.3_2976	3001300	3002775	+	PF01232	Pfam	1.8180110297138562e-54	6.572707988842574e-58	29	191	0.006862219781474342
BA000007.3	BA000007.3_2976	3001300	3002775	+	PF08125	Pfam	5.1443983861101615e-102	1.8598692646819094e-105	219	465	0.006862219781474342
BA000007.3	BA000007.3_2977	3002893	3003879	+	PF02492	Pfam	2.0181565499755075e-41	7.296299891451582e-45	5	170	0.004116634333773025
BA000007.3	BA000007.3_2977	3002893	3003879	+	PF07683	Pfam	2.01905342742193e-6	7.29954239848854e-10	242	321	0.004116634333773025
BA000007.3	BA000007.3_2978	3003918	3004631	+	PF14378	Pfam	9.050761210103446e-8	3.272147942915201e-11	73	205	0.002719152100027661
BA000007.3	BA000007.3_2978	3003918	3004631	+	PF01569	Pfam	2.6178131866042375e-9	9.464255916862754e-13	136	207	0.002719152100027661
BA000007.3	BA000007.3_2979	3005044	3005610	+	PF00877	Pfam	3.514457137584708e-35	1.2705918790978698e-38	79	183	0.0023175929530552947
BA000007.3	BA000007.3_2980	3005791	3007347	+	PF00563	Pfam	1.1923360499479423e-67	4.310687093087282e-71	267	500	0.00048715308357164254
BA000007.3	BA000007.3_2981	3007429	3009243	+	PF00496	Pfam	7.446602646469602e-69	2.6921918461567614e-72	98	504	0.0037141823898294455
BA000007.3	BA000007.3_2982	3009244	3010338	+	PF00528	Pfam	7.292083941475232e-42	2.6363282507141113e-45	152	359	0.0037491197500140057
BA000007.3	BA000007.3_2983	3010338	3011363	+	PF12911	Pfam	7.411816321772098e-7	2.6796154453261383e-10	12	46	0.0020847445096912405
BA000007.3	BA000007.3_2983	3010338	3011363	+	PF00528	Pfam	8.082407694447198e-29	2.9220562886649306e-32	158	338	0.0020847445096912405
BA000007.3	BA000007.3_2984	3011365	3012954	+	PF00005	Pfam	5.363327597228105e-28	1.9390193771612814e-31	26	184	0.019008614388912
BA000007.3	BA000007.3_2984	3011365	3012954	+	PF00005	Pfam	1.8827750589563396e-32	6.806851261591972e-36	302	454	0.019008614388912
BA000007.3	BA000007.3_2984	3011365	3012954	+	PF13304	Pfam	2.200346252009734e-6	7.954975603795133e-10	422	489	0.019008614388912
BA000007.3	BA000007.3_2986	3013635	3014825	-	PF07690	Pfam	3.4433872374949926e-46	1.2448977720516965e-49	16	358	0.02167022934014088
BA000007.3	BA000007.3_2986	3013635	3014825	-	PF00083	Pfam	5.808215157902559e-12	2.099860866920665e-15	47	184	0.02167022934014088
BA000007.3	BA000007.3_2987	3014853	3015548	-	PF01479	Pfam	3.877239417844029e-10	1.4017496087650142e-13	1	45	7.476495465139547e-6
BA000007.3	BA000007.3_2987	3014853	3015548	-	PF00849	Pfam	1.2473558442742429e-18	4.509601750810712e-22	62	192	7.476495465139547e-6
BA000007.3	BA000007.3_2988	3015697	3017457	+	PF04851	Pfam	1.6376299342244203e-26	5.92057098418084e-30	3	154	0.001313763349413834
BA000007.3	BA000007.3_2988	3015697	3017457	+	PF00270	Pfam	1.948043947514867e-8	7.042819766865029e-12	7	153	0.001313763349413834
BA000007.3	BA000007.3_2988	3015697	3017457	+	PF18766	Pfam	2.5558382804833748e-8	9.240196241805405e-12	8	155	0.001313763349413834
BA000007.3	BA000007.3_2988	3015697	3017457	+	PF00271	Pfam	5.476776439107775e-14	1.9800348659102585e-17	241	343	0.001313763349413834
BA000007.3	BA000007.3_2989	3017582	3017866	+	PF01386	Pfam	9.562632115826616e-26	3.4572061156278435e-29	4	91	0.000047011486844801236
BA000007.3	BA000007.3_2992	3019441	3021201	+	PF00884	Pfam	2.917336387226128e-33	1.0547130828727867e-36	260	500	0.0019178111554824212
BA000007.3	BA000007.3_2993	3021453	3024044	-	PF03797	Pfam	8.122045333284738e-43	2.9363865991629564e-46	602	841	0.008142175448647199
BA000007.3	BA000007.3_2994	3024364	3025011	+	PF00072	Pfam	8.940581311696491e-32	3.232314284778196e-35	9	121	0.011974078696403085
BA000007.3	BA000007.3_2994	3024364	3025011	+	PF00196	Pfam	1.607417608211823e-25	5.811343485942961e-29	152	207	0.011974078696403085
BA000007.3	BA000007.3_2994	3024364	3025011	+	PF13412	Pfam	1.9183434056337227e-6	6.935442536636741e-10	158	194	0.011974078696403085
BA000007.3	BA000007.3_2996	3026095	3026652	-	PF00578	Pfam	6.003495467661498e-16	2.170461123521872e-19	41	157	0.004718682351215114
BA000007.3	BA000007.3_2996	3026095	3026652	-	PF08534	Pfam	2.6983396017378275e-24	9.755385400353679e-28	42	165	0.004718682351215114
BA000007.3	BA000007.3_2996	3026095	3026652	-	PF13098	Pfam	3.1741975766396886e-7	1.1475768534489114e-10	67	166	0.004718682351215114
BA000007.3	BA000007.3_2997	3026649	3028592	-	PF01578	Pfam	1.1997286345859115e-55	4.33741371867647e-59	89	296	0.00004055566374987195
BA000007.3	BA000007.3_2997	3026649	3028592	-	PF16327	Pfam	1.1625496636873355e-122	4.2029995071848714e-126	316	630	0.00004055566374987195
BA000007.3	BA000007.3_2998	3028589	3029068	-	PF03100	Pfam	2.9963696593742623e-45	1.0832862109089885e-48	4	137	0.0005278738002481208
BA000007.3	BA000007.3_3000	3029271	3030008	-	PF01578	Pfam	2.2548083180365783e-33	8.151873890226241e-37	9	184	0.009697260395186463
BA000007.3	BA000007.3_3001	3030050	3030712	-	PF03379	Pfam	6.25507429583563e-95	2.2614151467229324e-98	3	217	0.00022635333241036184
BA000007.3	BA000007.3_3002	3030709	3031326	-	PF00005	Pfam	4.2729899823912514e-33	1.544826457842101e-36	19	154	0.015586353848574394
BA000007.3	BA000007.3_3005	3032403	3033266	-	PF12801	Pfam	7.265625522700741e-13	2.626762661858547e-16	83	126	0.005269214597875038
BA000007.3	BA000007.3_3005	3032403	3033266	-	PF13237	Pfam	5.814467846070162e-8	2.1021214194035293e-11	221	270	0.005269214597875038
BA000007.3	BA000007.3_3006	3033253	3033948	-	PF00037	Pfam	5.006416101244936e-7	1.8099841291557976e-10	59	76	0.004926741172259971
BA000007.3	BA000007.3_3006	3033253	3033948	-	PF12838	Pfam	3.71688258214815e-8	1.3437753370022234e-11	60	115	0.004926741172259971
BA000007.3	BA000007.3_3006	3033253	3033948	-	PF14697	Pfam	1.391053295868945e-6	5.029115314059816e-10	134	198	0.004926741172259971
BA000007.3	BA000007.3_3007	3033955	3036441	-	PF04879	Pfam	2.664911640584424e-18	9.634532323154099e-22	39	92	0.004043066356521306
BA000007.3	BA000007.3_3007	3033955	3036441	-	PF00384	Pfam	1.7659139531219735e-92	6.384359917288407e-96	96	567	0.004043066356521306
BA000007.3	BA000007.3_3007	3033955	3036441	-	PF01568	Pfam	3.055244173890163e-25	1.1045712848482151e-28	714	822	0.004043066356521306
BA000007.3	BA000007.3_3009	3036691	3037185	-	PF12838	Pfam	1.2743280608430247e-7	4.6071151874295904e-11	36	81	0.00011662541749076051
BA000007.3	BA000007.3_3009	3036691	3037185	-	PF13187	Pfam	4.622074971750898e-8	1.6710321662150753e-11	37	82	0.00011662541749076051
BA000007.3	BA000007.3_3009	3036691	3037185	-	PF12838	Pfam	1.9627248713863834e-6	7.095896136610208e-10	108	155	0.00011662541749076051
BA000007.3	BA000007.3_3009	3036691	3037185	-	PF13187	Pfam	2.7301742981166566e-6	9.870478301217125e-10	109	156	0.00011662541749076051
BA000007.3	BA000007.3_3009	3036691	3037185	-	PF00037	Pfam	8.330033146495538e-8	3.0115810363324434e-11	136	157	0.00011662541749076051
BA000007.3	BA000007.3_3012	3038230	3039876	-	PF01266	Pfam	1.7412230816568192e-9	6.295094293770135e-13	33	310	0.01410383420878834
BA000007.3	BA000007.3_3013	3040094	3041737	-	PF00664	Pfam	2.3924720539085395e-6	8.649573586075704e-10	47	197	0.022434205234131973
BA000007.3	BA000007.3_3013	3040094	3041737	-	PF00005	Pfam	1.7109961557912044e-28	6.18581401226032e-32	341	477	0.022434205234131973
BA000007.3	BA000007.3_3015	3042463	3043527	-	PF00165	Pfam	3.183918265008317e-12	1.1510912020998978e-15	98	133	0.0028274454863896382
BA000007.3	BA000007.3_3015	3042463	3043527	-	PF12833	Pfam	2.0265586315051208e-15	7.32667618042343e-19	105	181	0.0028274454863896382
BA000007.3	BA000007.3_3015	3042463	3043527	-	PF01035	Pfam	8.741188631066607e-33	3.1602272708122225e-36	270	348	0.0028274454863896382
BA000007.3	BA000007.3_3016	3043601	3044656	-	PF02424	Pfam	8.458920708507831e-79	3.0581781303354414e-82	42	325	0.0015422572801218801
BA000007.3	BA000007.3_3017	3044768	3045871	-	PF13609	Pfam	1.1770727257441265e-20	4.25550515453408e-24	13	338	0.0007953953052772828
BA000007.3	BA000007.3_3018	3046610	3049282	+	PF02518	Pfam	5.420001903038636e-11	1.9595090032677642e-14	565	675	2.256181895571371e-6
BA000007.3	BA000007.3_3018	3046610	3049282	+	PF01627	Pfam	5.522894289715737e-11	1.9967079861589792e-14	811	868	2.256181895571371e-6
BA000007.3	BA000007.3_3019	3049299	3049949	+	PF00072	Pfam	2.080393678384106e-25	7.521307586348902e-29	6	120	0.010632805346869044
BA000007.3	BA000007.3_3019	3049299	3049949	+	PF00196	Pfam	4.945500275384542e-13	1.7879610540074267e-16	151	201	0.010632805346869044
BA000007.3	BA000007.3_3020	3050149	3052998	-	PF00512	Pfam	8.735646873565912e-17	3.158223743154704e-20	469	533	0.002823286025318411
BA000007.3	BA000007.3_3020	3050149	3052998	-	PF02518	Pfam	8.655405989214066e-31	3.1292140235770308e-34	581	690	0.002823286025318411
BA000007.3	BA000007.3_3020	3050149	3052998	-	PF00072	Pfam	4.277870067246146e-30	1.546590769069467e-33	827	936	0.002823286025318411
BA000007.3	BA000007.3_3022	3054054	3054836	-	PF08486	Pfam	1.6694257211121015e-6	6.03552321443276e-10	23	86	0.00002408408296116548
BA000007.3	BA000007.3_3024	3055704	3060098	-	PF01835	Pfam	1.1847520980581243e-18	4.283268611923805e-22	274	370	0.00021842836650638582
BA000007.3	BA000007.3_3027	3062698	3065325	-	PF00521	Pfam	1.2448101591985207e-153	4.500398261744471e-157	32	506	6.4143513012940824e-6
BA000007.3	BA000007.3_3027	3062698	3065325	-	PF03989	Pfam	3.5713481645886176e-11	1.2911598570457765e-14	538	584	6.4143513012940824e-6
BA000007.3	BA000007.3_3027	3062698	3065325	-	PF03989	Pfam	2.0954032025662704e-11	7.57557195432491e-15	588	637	6.4143513012940824e-6
BA000007.3	BA000007.3_3027	3062698	3065325	-	PF03989	Pfam	6.209862007015744e-8	2.245069416853125e-11	646	688	6.4143513012940824e-6
BA000007.3	BA000007.3_3027	3062698	3065325	-	PF03989	Pfam	1.3749311685831646e-15	4.970828519823444e-19	692	737	6.4143513012940824e-6
BA000007.3	BA000007.3_3027	3062698	3065325	-	PF03989	Pfam	1.689581869067505e-14	6.108394320562202e-18	744	789	6.4143513012940824e-6
BA000007.3	BA000007.3_3027	3062698	3065325	-	PF03989	Pfam	1.551244049675268e-13	5.608257591016876e-17	793	839	6.4143513012940824e-6
BA000007.3	BA000007.3_3028	3065472	3066194	+	PF01209	Pfam	2.0129253343334598e-10	7.277387325862111e-14	47	157	0.005218819692969964
BA000007.3	BA000007.3_3028	3065472	3066194	+	PF08003	Pfam	1.78986550406521e-6	6.470952653887238e-10	54	169	0.005218819692969964
BA000007.3	BA000007.3_3028	3065472	3066194	+	PF05175	Pfam	4.597310522004936e-7	1.6620790028940477e-10	56	127	0.005218819692969964
BA000007.3	BA000007.3_3028	3065472	3066194	+	PF02353	Pfam	3.477848726205466e-9	1.2573567339860686e-12	56	184	0.005218819692969964
BA000007.3	BA000007.3_3028	3065472	3066194	+	PF13847	Pfam	1.4459708719111498e-16	5.2276604190569405e-20	57	167	0.005218819692969964
BA000007.3	BA000007.3_3028	3065472	3066194	+	PF13489	Pfam	2.8101610309699137e-25	1.0159656655711907e-28	57	170	0.005218819692969964
BA000007.3	BA000007.3_3028	3065472	3066194	+	PF05401	Pfam	2.102147814708814e-6	7.599955946163464e-10	58	182	0.005218819692969964
BA000007.3	BA000007.3_3028	3065472	3066194	+	PF13649	Pfam	1.5498281018745916e-18	5.603138473877772e-22	60	153	0.005218819692969964
BA000007.3	BA000007.3_3028	3065472	3066194	+	PF08242	Pfam	6.455250567271424e-15	2.3337854545449834e-18	61	154	0.005218819692969964
BA000007.3	BA000007.3_3028	3065472	3066194	+	PF08241	Pfam	8.706541044297942e-22	3.147701028307282e-25	61	157	0.005218819692969964
BA000007.3	BA000007.3_3029	3066335	3070087	-	PF03797	Pfam	2.7702104592768445e-35	1.0015222195505585e-38	989	1228	0.004270019017013359
BA000007.3	BA000007.3_3030	3070783	3073068	+	PF03477	Pfam	4.753505218106049e-16	1.7185485242610444e-19	6	92	6.335859526769552e-7
BA000007.3	BA000007.3_3030	3070783	3073068	+	PF00317	Pfam	2.4808289812810646e-12	8.969012947509272e-16	142	219	6.335859526769552e-7
BA000007.3	BA000007.3_3030	3070783	3073068	+	PF02867	Pfam	2.236806832417722e-123	8.08679259731642e-127	223	731	6.335859526769552e-7
BA000007.3	BA000007.3_3031	3073295	3074425	+	PF00268	Pfam	3.292327565392212e-51	1.1902847307997875e-54	32	332	0.004105252179185266
BA000007.3	BA000007.3_3032	3074425	3074679	+	PF00111	Pfam	2.37584480701843e-11	8.589460618287888e-15	10	77	0.01239882196594232
BA000007.3	BA000007.3_3034	3075464	3076654	-	PF12832	Pfam	2.797525061955789e-8	1.0113973470555998e-11	7	153	0.01454948052421866
BA000007.3	BA000007.3_3034	3075464	3076654	-	PF07690	Pfam	1.6531561600524563e-40	5.976703398598903e-44	14	336	0.01454948052421866
BA000007.3	BA000007.3_3034	3075464	3076654	-	PF00083	Pfam	1.2267976969785481e-8	4.435277284810369e-12	46	181	0.01454948052421866
BA000007.3	BA000007.3_3034	3075464	3076654	-	PF07690	Pfam	9.999719935525972e-15	3.615227742417199e-18	213	376	0.01454948052421866
BA000007.3	BA000007.3_3035	3076806	3077684	+	PF00126	Pfam	9.54972993095478e-18	3.4525415513213234e-21	4	62	0.013312909835694033
BA000007.3	BA000007.3_3035	3076806	3077684	+	PF03466	Pfam	1.2661139349691787e-35	4.5774184199898e-39	88	268	0.013312909835694033
BA000007.3	BA000007.3_3038	3079442	3080518	-	PF03009	Pfam	9.954263839658118e-80	3.598793868278423e-83	36	350	0.012882356040696187
BA000007.3	BA000007.3_3039	3080523	3081881	-	PF07690	Pfam	2.276554559163964e-45	8.230493706305004e-49	34	400	0.027795347690161103
BA000007.3	BA000007.3_3040	3082154	3083782	+	PF01494	Pfam	6.51266468620089e-7	2.3545425474334383e-10	9	214	0.02236920780197217
BA000007.3	BA000007.3_3040	3082154	3083782	+	PF01266	Pfam	5.304114634958763e-53	1.9176119432244262e-56	10	359	0.02236920780197217
BA000007.3	BA000007.3_3040	3082154	3083782	+	PF04324	Pfam	1.5533900494195843e-10	5.616016086115634e-14	432	484	0.02236920780197217
BA000007.3	BA000007.3_3041	3083772	3085031	+	PF00890	Pfam	7.145869984569365e-61	2.5834670949274636e-64	4	399	0.023602982326977166
BA000007.3	BA000007.3_3042	3085028	3086218	+	PF13183	Pfam	5.602198305410997e-11	2.025378996894793e-14	6	69	0.016799386378825453
BA000007.3	BA000007.3_3042	3085028	3086218	+	PF13534	Pfam	3.3205866124022534e-8	1.2005013060022609e-11	8	70	0.016799386378825453
BA000007.3	BA000007.3_3042	3085028	3086218	+	PF02754	Pfam	1.8997881665605925e-16	6.868359242807638e-20	163	249	0.016799386378825453
BA000007.3	BA000007.3_3042	3085028	3086218	+	PF02754	Pfam	2.763558660013255e-15	9.991173752759418e-19	293	376	0.016799386378825453
BA000007.3	BA000007.3_3045	3088198	3088950	-	PF07690	Pfam	6.142900530600515e-17	2.220860640130338e-20	2	202	0.027763639213451687
BA000007.3	BA000007.3_3047	3089353	3090240	+	PF13276	Pfam	5.09931793436868e-18	1.843571198253319e-21	47	103	0.008920721617255285
BA000007.3	BA000007.3_3047	3089353	3090240	+	PF00665	Pfam	7.534593534322737e-22	2.7240034469713437e-25	126	221	0.008920721617255285
BA000007.3	BA000007.3_3047	3089353	3090240	+	PF13683	Pfam	1.9317869042685303e-12	6.984045207044579e-16	217	277	0.008920721617255285
BA000007.3	BA000007.3_3047	3089353	3090240	+	PF13333	Pfam	2.598619297479612e-7	9.394863692984857e-11	230	276	0.008920721617255285
BA000007.3	BA000007.3_3048	3090243	3090800	-	PF07690	Pfam	8.366125321038641e-26	3.0246295448440495e-29	22	184	0.014504975218613061
BA000007.3	BA000007.3_3049	3090857	3092062	-	PF02746	Pfam	5.783124662559836e-9	2.0907898273896732e-12	67	157	0.01282715898970887
BA000007.3	BA000007.3_3049	3090857	3092062	-	PF13378	Pfam	6.203241188415146e-38	2.242675773107428e-41	179	392	0.01282715898970887
